City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
296,Monte Patria,-30.6919,-70.9467,75.0,36,1,6.53,CL,2022-05-04 17:21:29
297,Akyab,20.15,92.9,82.62,63,1,1.86,MM,2022-05-04 17:21:29
298,Takoradi,4.8845,-1.7554,84.24,71,80,9.71,GH,2022-05-04 17:17:07
299,Port Hedland,-20.3167,118.5667,78.85,31,61,10.36,AU,2022-05-04 17:21:30
300,Kinablangan,7.6947,126.5503,77.59,86,57,3.42,PH,2022-05-04 17:21:31
301,Caramay,10.1815,119.236,79.25,82,78,4.34,PH,2022-05-04 17:21:31
302,Erzin,36.9559,36.2,64.54,78,61,3.6,TR,2022-05-04 17:21:32
303,Ketchikan,55.3422,-131.6461,46.87,81,100,17.27,US,2022-05-04 17:21:32
304,Sao Raimundo Nonato,-9.0153,-42.6994,98.51,25,69,10.22,BR,2022-05-04 17:21:33
305,Port Blair,11.6667,92.75,82.36,77,100,9.35,IN,2022-05-04 17:12:05
306,Chumikan,54.7183,135.315,31.05,98,100,8.3,RU,2022-05-04 17:21:34
307,Levelland,33.5873,-102.378,78.19,35,95,9.73,US,2022-05-04 17:21:35
308,Boca Do Acre,-8.7522,-67.3978,79.68,67,97,5.08,BR,2022-05-04 17:21:35
309,Hearst,49.6835,-83.6665,44.85,62,81,8.08,CA,2022-05-04 17:21:36
310,Port Antonio,18.18,-76.4612,89.01,66,4,12.8,JM,2022-05-04 17:12:12
311,Anshun,26.25,105.9333,58.95,68,100,3.89,CN,2022-05-04 17:21:36
312,Huarmey,-10.0681,-78.1522,71.13,75,46,9.01,PE,2022-05-04 17:21:37
313,Otavi,-19.65,17.3333,65.48,28,0,9.8,NA,2022-05-04 17:21:38
314,Balabac,7.9868,117.0645,81.34,81,89,8.79,PH,2022-05-04 17:21:38
315,Marsh Harbour,26.5412,-77.0636,79.32,72,79,6.8,BS,2022-05-04 17:21:39
316,Biloela,-24.4167,150.5,66.6,84,59,2.84,AU,2022-05-04 17:21:39
317,Lompoc,34.6391,-120.4579,72.7,62,0,4.61,US,2022-05-04 17:17:15
318,Lengshuitan,26.4111,111.5956,66.61,69,60,1.54,CN,2022-05-04 17:21:40
319,Narsaq,60.9167,-46.05,43.02,51,11,4.45,GL,2022-05-04 17:21:41
320,Mandal,25.45,74.5667,89.26,16,0,14.5,IN,2022-05-04 17:21:41
321,Bogande,12.9714,-0.1436,105.42,8,98,7.34,BF,2022-05-04 17:21:42
322,Bac Lieu,9.285,105.7244,82.2,78,60,8.01,VN,2022-05-04 17:22:42
323,Nemuro,43.3236,145.575,37.06,83,32,11.92,JP,2022-05-04 17:22:43
324,Hirara,24.8,125.2833,73.29,94,100,23.58,JP,2022-05-04 17:22:43
325,Bethel,41.3712,-73.414,55.2,92,100,1.01,US,2022-05-04 17:22:43
326,Krasnorechenskiy,44.6265,135.3532,35.46,96,100,4.52,RU,2022-05-04 17:22:44
327,Huanren,41.2647,125.3667,50.79,91,92,7.34,CN,2022-05-04 17:22:44
328,Bonavista,48.6499,-53.1147,38.3,83,93,6.44,CA,2022-05-04 17:22:45
329,Manaus,-3.1019,-60.025,79.29,83,75,5.75,BR,2022-05-04 17:22:45
330,Tabas,33.5959,56.9244,80.82,19,18,2.3,IR,2022-05-04 17:22:45
331,Roma,43.2128,-75.4557,54.73,95,100,5.75,US,2022-05-04 17:18:21
332,Havoysund,70.9963,24.6622,28.63,60,100,12.15,NO,2022-05-04 17:22:46
333,Adzope,6.1069,-3.8619,88.0,62,92,6.24,CI,2022-05-04 17:22:46
334,Yarkovo,57.4028,67.0786,50.27,43,17,8.61,RU,2022-05-04 17:22:47
335,Champerico,14.3,-91.9167,88.34,63,100,10.87,GT,2022-05-04 17:22:47
336,Beloha,-25.1667,45.05,70.07,82,5,12.37,MG,2022-05-04 17:22:47
337,Anadyr,64.75,177.4833,16.3,86,0,8.95,RU,2022-05-04 17:22:48
338,Kabalo,-6.05,26.9167,74.25,82,79,2.46,CD,2022-05-04 17:22:48
339,Rock Sound,24.9,-76.2,78.06,82,14,11.41,BS,2022-05-04 17:22:49
340,Dole,47.0833,5.5,64.47,72,88,11.5,FR,2022-05-04 17:22:49
341,Amapa,1.0,-52.0,77.22,83,100,2.73,BR,2022-05-04 17:22:49
342,Galveston,29.3669,-94.9669,87.06,79,100,16.11,US,2022-05-04 17:22:50
343,Santana Do Mundau,-9.1681,-36.2222,84.7,60,75,11.07,BR,2022-05-04 17:22:50
344,Bahia Honda,22.9036,-83.1592,87.06,55,1,7.83,CU,2022-05-04 17:22:51
345,Kieta,-6.2167,155.6333,80.44,81,54,3.0,PG,2022-05-04 17:22:51
346,Flin Flon,54.7682,-101.865,30.04,86,100,8.05,CA,2022-05-04 17:22:51
347,Lubao,14.9167,120.55,83.91,76,17,1.52,PH,2022-05-04 17:22:52
348,Vestmannaeyjar,63.4427,-20.2734,39.99,61,83,14.56,IS,2022-05-04 17:22:52
349,Rocha,-34.4833,-54.3333,67.17,57,4,4.16,UY,2022-05-04 17:22:53
350,Cabedelo,-6.9811,-34.8339,86.67,75,52,16.17,BR,2022-05-04 17:22:28
351,Thinadhoo,0.5333,72.9333,83.23,75,100,21.23,MV,2022-05-04 17:22:53
352,Sao Jose Da Coroa Grande,-8.8978,-35.1478,84.24,68,39,9.42,BR,2022-05-04 17:22:53
353,Hovd,48.0056,91.6419,46.89,32,87,10.67,MN,2022-05-04 17:22:54
354,Lahij,13.1667,44.5833,84.99,45,0,2.8,YE,2022-05-04 17:22:54
355,Ulkan,57.243,107.3223,31.35,84,77,8.99,RU,2022-05-04 17:22:55
356,Milisauti,47.7833,26.0,59.85,71,99,4.27,RO,2022-05-04 17:22:55
357,Qui Nhon,13.7667,109.2333,75.97,83,92,7.58,VN,2022-05-04 17:22:55
358,Atambua,-9.1061,124.8925,72.86,90,48,4.7,ID,2022-05-04 17:22:56
359,Mahajanga,-15.7167,46.3167,78.82,83,40,1.14,MG,2022-05-04 17:22:56
360,Eldorado,-23.7869,-54.2836,61.27,77,100,9.95,BR,2022-05-04 17:22:57
361,Port Hardy,50.6996,-127.4199,44.78,93,100,0.0,CA,2022-05-04 17:22:57
362,Mujiayingzi,42.1167,118.7833,74.37,13,92,23.22,CN,2022-05-04 17:22:57
363,Inhambane,-23.865,35.3833,71.58,83,40,3.44,MZ,2022-05-04 17:22:58
364,Vangaindrano,-23.35,47.6,69.51,83,0,1.05,MG,2022-05-04 17:23:58
365,Diamantino,-14.4086,-56.4461,78.24,58,89,8.32,BR,2022-05-04 17:23:59
366,Waipawa,-41.4122,175.5153,49.71,94,20,5.39,NZ,2022-05-04 17:23:59
367,Itambacuri,-18.0311,-41.685,93.15,26,4,3.83,BR,2022-05-04 17:23:59
368,Bertoua,4.5833,13.6833,81.77,54,100,3.76,CM,2022-05-04 17:24:00
369,Isla Vista,34.4133,-119.861,76.35,60,0,5.75,US,2022-05-04 17:24:00
370,Mackay,-21.15,149.2,68.68,94,40,5.75,AU,2022-05-04 17:24:01
371,Mezhdurechensk,53.6942,88.0603,38.3,52,19,5.57,RU,2022-05-04 17:24:01
372,Troy,42.6056,-83.1499,59.47,71,40,10.36,US,2022-05-04 17:22:07
373,Payo,-3.7508,103.6372,73.65,99,100,1.28,ID,2022-05-04 17:24:02
374,Cidreira,-30.1811,-50.2056,67.23,87,99,19.37,BR,2022-05-04 17:24:02
375,Kardamaina,36.7814,27.1425,65.68,55,20,16.11,GR,2022-05-04 17:24:02
376,Kirkwood,38.5834,-90.4068,58.59,79,100,6.91,US,2022-05-04 17:24:03
377,Camabatela,-8.1881,15.375,66.61,78,48,4.65,AO,2022-05-04 17:24:03
378,Eureka,40.8021,-124.1637,60.21,88,95,3.0,US,2022-05-04 17:24:04
379,Kant,27.8,79.8,91.69,26,69,1.28,IN,2022-05-04 17:24:04
380,Sobolevo,54.4299,31.8996,39.88,58,60,7.27,RU,2022-05-04 17:24:05
381,Mwaya,-9.55,33.95,72.45,80,53,1.52,TZ,2022-05-04 17:24:05
382,Maceio,-9.6658,-35.7353,87.24,66,40,12.66,BR,2022-05-04 17:22:40
383,Liuzhou,24.3126,109.3892,71.46,57,99,0.38,CN,2022-05-04 17:24:06
384,Codrington,-38.2667,141.9667,47.39,76,64,7.14,AU,2022-05-04 17:21:17
385,Baruun-Urt,46.6806,113.2792,50.85,46,91,18.12,MN,2022-05-04 17:24:06
386,Araouane,18.9048,-3.5265,102.47,8,79,11.74,ML,2022-05-04 17:24:06
387,Hofn,64.2539,-15.2082,42.82,61,75,10.36,IS,2022-05-04 17:24:07
388,Stabat,3.761,98.4513,80.8,97,98,3.15,ID,2022-05-04 17:24:07
389,Talnakh,69.4865,88.3972,33.21,95,98,15.28,RU,2022-05-04 17:24:08
390,Port Hueneme,34.1478,-119.1951,79.38,73,20,10.36,US,2022-05-04 17:24:08
391,Mehadia,44.9008,22.3669,59.52,81,95,4.05,RO,2022-05-04 17:24:08
392,Karpinsk,59.7654,60.0085,41.92,91,100,14.14,RU,2022-05-04 17:24:09
393,Jiblah,13.9216,44.1467,69.01,52,72,2.98,YE,2022-05-04 17:24:09
394,San Felipe,10.3399,-68.7425,94.96,37,96,3.6,VE,2022-05-04 17:24:10
395,Chivay,-15.6383,-71.6011,60.62,28,54,3.0,PE,2022-05-04 17:24:10
396,Rassvet,46.8333,40.75,59.02,94,100,5.06,RU,2022-05-04 17:24:10
397,Shimoda,34.6667,138.95,60.1,84,90,10.47,JP,2022-05-04 17:24:11
398,Acapulco,16.8634,-99.8901,85.82,58,100,8.05,MX,2022-05-04 17:21:38
399,Portland,45.5234,-122.6762,60.57,71,75,4.61,US,2022-05-04 17:22:11
400,Ambulu,-8.345,113.6058,76.8,92,100,3.02,ID,2022-05-04 17:24:11
401,Clyde River,70.4692,-68.5914,21.43,79,20,6.91,CA,2022-05-04 17:24:12
402,Labuhan,-6.8844,112.2051,78.76,87,100,7.47,ID,2022-05-04 17:24:12
403,Moses Lake,47.1301,-119.2781,57.88,58,0,5.75,US,2022-05-04 17:22:05
404,Varva,50.495,32.7197,46.54,57,34,11.88,UA,2022-05-04 17:24:13
405,Bathsheba,13.2167,-59.5167,86.61,66,20,19.57,BB,2022-05-04 17:24:13
406,Adamantina,-21.6853,-51.0725,70.7,40,0,11.9,BR,2022-05-04 17:24:14
407,Brownsville,25.9018,-97.4975,87.8,68,75,26.46,US,2022-05-04 17:20:19
408,Sao Filipe,14.8961,-24.4956,73.36,77,3,9.69,CV,2022-05-04 17:24:14
409,Kargasok,59.0556,80.8572,39.74,59,5,8.5,RU,2022-05-04 17:24:14
410,Zholymbet,51.7433,71.7122,49.41,41,88,10.58,KZ,2022-05-04 17:24:15
411,Pyaozerskiy,65.8333,31.1667,33.12,70,100,7.76,RU,2022-05-04 17:24:15
412,Eregli,37.5133,34.0467,55.31,81,89,6.49,TR,2022-05-04 17:25:16
413,Talakan,50.3167,130.3667,43.79,75,100,9.6,RU,2022-05-04 17:25:16
414,Katsuura,35.1333,140.3,63.18,78,86,14.94,JP,2022-05-04 17:25:17
415,Samarkand,39.6542,66.9597,63.82,72,40,13.8,UZ,2022-05-04 17:25:17
416,Pangnirtung,66.1451,-65.7125,12.2,85,20,6.91,CA,2022-05-04 17:24:09
417,Magadan,59.5667,150.8,27.54,90,25,0.89,RU,2022-05-04 17:25:17
418,Vestmanna,62.1564,-7.1664,41.92,87,100,13.8,FO,2022-05-04 17:25:18
419,Galesong,-5.3166,119.3661,78.82,84,99,7.67,ID,2022-05-04 17:25:18
420,Comodoro Rivadavia,-45.8667,-67.5,64.26,39,0,24.16,AR,2022-05-04 17:25:19
421,Calarasi,47.2544,28.3081,62.31,67,84,6.71,MD,2022-05-04 17:25:19
422,Pingzhuang,42.0372,119.2889,74.8,14,92,21.56,CN,2022-05-04 17:25:19
423,Kichera,55.9375,110.0997,27.68,90,71,2.21,RU,2022-05-04 17:25:20
424,Otane,-39.8833,176.6333,47.01,97,51,2.66,NZ,2022-05-04 17:25:20
425,Mayumba,-3.432,10.6554,80.17,89,100,6.13,GA,2022-05-04 17:25:21
426,Kargil,34.5667,76.1,45.03,59,77,6.53,IN,2022-05-04 17:25:21
427,Los Algarrobos,8.5,-82.4333,86.41,70,40,9.22,PA,2022-05-04 17:25:21
428,Jutiquile,14.7167,-86.0833,89.89,59,87,3.98,HN,2022-05-04 17:25:22
429,Pocatello,42.8713,-112.4455,54.18,79,100,10.36,US,2022-05-04 17:22:06
430,Kholodnyy,62.7167,147.95,19.22,99,81,1.25,RU,2022-05-04 17:25:22
431,Jiaohe,43.7286,127.3447,59.18,49,51,8.93,CN,2022-05-04 17:25:23
432,Almetyevsk,54.9044,52.3154,48.67,92,94,6.64,RU,2022-05-04 17:20:30
433,Omsukchan,62.5333,155.8,10.18,99,74,3.94,RU,2022-05-04 17:25:23
434,Santa Maria,-29.6842,-53.8069,69.1,78,75,9.75,BR,2022-05-04 17:21:38
435,Yemtsa,63.0734,40.3329,27.5,83,64,4.14,RU,2022-05-04 17:25:24
436,Mundo Nuevo,18.7,-95.5,86.45,64,1,8.37,MX,2022-05-04 17:25:24
437,Kidal,18.4411,1.4078,101.71,5,23,4.45,ML,2022-05-04 17:25:24
438,Yeppoon,-23.1333,150.7333,67.78,90,11,6.22,AU,2022-05-04 17:25:25
439,Coffs Harbour,-30.3,153.1333,67.96,83,38,11.5,AU,2022-05-04 17:25:25
440,Emba,48.8264,58.1442,53.82,58,62,7.67,KZ,2022-05-04 17:25:26
441,Lucea,18.451,-78.1736,87.66,70,6,14.81,JM,2022-05-04 17:25:26
442,Usinsk,65.9939,57.5281,25.07,80,95,17.63,RU,2022-05-04 17:25:26
443,Jiuquan,39.7432,98.5174,73.22,9,64,9.26,CN,2022-05-04 17:25:27
444,Anchorage,61.2181,-149.9003,46.27,72,40,5.75,US,2022-05-04 17:25:17
445,Derzhavinsk,51.1,66.3167,58.59,47,98,3.44,KZ,2022-05-04 17:25:27
446,Young,-32.6833,-57.6333,65.16,57,0,3.06,UY,2022-05-04 17:25:28
447,Zhigansk,66.7697,123.3711,13.71,94,94,9.62,RU,2022-05-04 17:25:28
448,Garbolovo,60.3413,30.4955,38.25,57,85,6.55,RU,2022-05-04 17:25:29
449,Batagay-Alyta,67.8006,130.4114,7.66,97,100,4.09,RU,2022-05-04 17:25:29
450,Ostersund,63.1792,14.6357,45.05,49,0,4.61,SE,2022-05-04 17:25:29
451,Itarema,-2.9248,-39.9167,84.07,74,96,11.99,BR,2022-05-04 17:25:30
452,Salto,-31.3833,-57.9667,68.16,60,20,11.99,UY,2022-05-04 17:25:30
453,Pervomayskiy,53.2485,40.2871,44.33,72,81,14.2,RU,2022-05-04 17:25:31
454,Port-Gentil,-0.7193,8.7815,80.56,78,20,0.0,GA,2022-05-04 17:25:31
455,Krasnik,50.9236,22.2271,60.28,66,89,8.88,PL,2022-05-04 17:25:31
456,Gargzdai,55.7128,21.4033,49.78,55,44,1.99,LT,2022-05-04 17:25:32
457,Yabelo,4.8833,38.0833,60.06,85,58,6.67,ET,2022-05-04 17:25:32
458,Vila Velha,-20.3297,-40.2925,94.95,52,20,12.66,BR,2022-05-04 17:25:33
459,Yumen,40.2833,97.2,69.66,8,55,6.87,CN,2022-05-04 17:26:33
460,Juneau,58.3019,-134.4197,44.22,95,100,6.89,US,2022-05-04 17:25:17
461,Qasigiannguit,68.8193,-51.1922,17.85,77,100,8.23,GL,2022-05-04 17:26:34
462,Panguipulli,-39.6333,-72.3333,62.4,69,100,2.46,CL,2022-05-04 17:26:34
463,Malynivka,49.8167,36.7333,53.96,85,100,10.09,UA,2022-05-04 17:26:35
464,Waddan,29.1614,16.139,84.25,15,65,13.67,LY,2022-05-04 17:26:35
465,Okato,-39.2,173.8833,53.91,90,11,3.94,NZ,2022-05-04 17:26:36
466,Gannan,47.9147,123.5031,59.54,51,100,9.22,CN,2022-05-04 17:26:36
467,Kuching,1.55,110.3333,78.22,94,20,7.0,MY,2022-05-04 17:26:36
468,Harper,4.375,-7.7169,84.67,70,19,8.66,LR,2022-05-04 17:26:37
469,Dunedin,-45.8742,170.5036,53.8,90,45,3.67,NZ,2022-05-04 17:26:37
470,Tiznit,29.5833,-9.5,63.72,56,0,14.23,MA,2022-05-04 17:26:38
471,Puerto Asis,0.5133,-76.5007,88.43,57,70,2.44,CO,2022-05-04 17:26:38
472,Lukoyanov,55.0277,44.4786,43.21,83,83,11.3,RU,2022-05-04 17:26:38
473,North Bend,43.4065,-124.2243,61.25,86,0,5.75,US,2022-05-04 17:26:39
474,Siddipet,18.1,78.85,88.16,38,6,10.09,IN,2022-05-04 17:26:39
475,Calama,-22.4667,-68.9333,70.29,16,0,14.97,CL,2022-05-04 17:26:40
476,Corrente,-3.7367,-43.3394,85.14,69,100,4.52,BR,2022-05-04 17:26:40
477,Ileza,61.0533,43.9002,30.7,84,100,6.15,RU,2022-05-04 17:26:40
478,Iguape,-24.7081,-47.5553,77.85,45,48,10.6,BR,2022-05-04 17:26:41
479,Lovington,32.944,-103.3485,81.03,17,100,4.0,US,2022-05-04 17:26:41
480,Havre,49.5833,0.3333,59.34,76,100,5.75,FR,2022-05-04 17:26:41
481,Sungairaya,0.7,108.9,77.74,89,100,4.32,ID,2022-05-04 17:26:42
482,Mangrol,21.1167,70.1167,81.84,87,0,8.21,IN,2022-05-04 17:26:42
483,Grand-Santi,4.25,-54.3833,76.15,91,100,2.15,GF,2022-05-04 17:26:43
484,Cherniyiv,48.8566,24.7139,53.58,69,92,5.82,UA,2022-05-04 17:26:43
485,North Platte,41.1239,-100.7654,46.29,92,100,7.0,US,2022-05-04 17:24:16
486,Harrisonburg,38.4496,-78.8689,79.92,54,100,4.61,US,2022-05-04 17:26:44
487,Ahuimanu,21.4447,-157.8378,74.19,85,75,6.91,US,2022-05-04 17:26:44
488,Ilulissat,69.2167,-51.1,17.62,67,75,12.66,GL,2022-05-04 17:26:44
489,Taltal,-25.4,-70.4833,64.04,74,17,3.2,CL,2022-05-04 17:26:45
490,Xining,36.6167,101.7667,55.72,35,9,3.91,CN,2022-05-04 17:26:45
491,Marzuq,14.4,46.4667,79.88,38,22,8.66,YE,2022-05-04 17:26:45
492,Gulariya,28.2333,81.3333,86.18,27,3,3.85,NP,2022-05-04 17:26:46
493,Atherton,53.5237,-2.4935,56.21,74,94,8.01,GB,2022-05-04 17:26:46
494,Ljungby,56.8332,13.9408,55.17,55,100,8.1,SE,2022-05-04 17:26:47
495,Vila Franca Do Campo,37.7167,-25.4333,64.81,66,98,6.29,PT,2022-05-04 17:26:47
496,Nelson Bay,-32.7167,152.15,66.0,95,86,8.16,AU,2022-05-04 17:26:48
497,Ladnun,27.65,74.3833,88.5,18,0,8.5,IN,2022-05-04 17:26:48
498,Terrace Bay,48.7834,-87.1,38.66,76,69,6.6,CA,2022-05-04 17:26:48
499,Hornepayne,49.2138,-84.7705,45.32,58,75,6.22,CA,2022-05-04 17:26:49
500,Seoul,37.5683,126.9778,56.64,56,0,5.75,KR,2022-05-04 17:25:13
501,Hualmay,-11.0964,-77.6139,69.85,76,60,7.52,PE,2022-05-04 17:26:49
502,Cockburn Town,21.4612,-71.1419,78.93,77,48,15.43,TC,2022-05-04 17:26:50
503,Sciacca,37.5082,13.0881,73.04,62,19,5.5,IT,2022-05-04 17:26:50
504,Baghmara,23.795,86.2085,82.8,51,7,3.47,IN,2022-05-04 17:27:50
505,Cabra,37.4725,-4.4421,62.2,68,96,2.98,ES,2022-05-04 17:27:51
506,Kesova Gora,57.5836,37.2922,35.65,70,95,5.99,RU,2022-05-04 17:27:51
507,Biak,-0.9131,122.8766,76.89,83,100,2.24,ID,2022-05-04 17:27:52
508,Esperance,-33.8667,121.9,55.24,61,99,7.99,AU,2022-05-04 17:27:52
509,Lagoa,39.05,-27.9833,62.87,83,100,10.6,PT,2022-05-04 17:27:52
510,Lata,40.1629,-8.3327,74.91,41,4,10.49,PT,2022-05-04 17:27:53
511,Dalbandin,28.8947,64.4101,85.46,17,3,10.67,PK,2022-05-04 17:27:53
512,Amboasary,-25.0333,46.3833,68.56,88,0,8.41,MG,2022-05-04 17:27:54
513,Springdale,36.1867,-94.1288,57.04,100,100,16.11,US,2022-05-04 17:25:08
514,Naryan-Mar,67.6713,53.087,13.3,85,46,10.02,RU,2022-05-04 17:27:54
515,Omboue,-1.5746,9.2618,78.42,88,100,3.74,GA,2022-05-04 17:27:54
516,Manicore,-5.8092,-61.3003,89.44,57,80,2.51,BR,2022-05-04 17:27:55
517,Raudeberg,61.9875,5.1352,47.95,78,100,22.03,NO,2022-05-04 17:27:55
518,Waingapu,-9.6567,120.2641,77.49,79,88,8.61,ID,2022-05-04 17:27:56
519,Kavaratti,10.5669,72.642,86.0,71,87,12.03,IN,2022-05-04 17:27:56
520,Qaqortoq,60.7167,-46.0333,35.4,64,23,8.63,GL,2022-05-04 17:27:56
521,Balsas,-7.5325,-46.0356,87.91,51,99,5.7,BR,2022-05-04 17:25:27
522,Hosur,12.7167,77.8167,84.15,67,55,5.39,IN,2022-05-04 17:27:57
523,Drabiv,49.963,32.1529,49.01,51,76,14.65,UA,2022-05-04 17:27:57
524,Tual,-5.6667,132.75,84.63,74,98,6.53,ID,2022-05-04 17:27:58
525,Ascoli Piceno,42.8548,13.5749,65.01,65,79,1.01,IT,2022-05-04 17:27:58
526,Aksu,41.1231,80.2644,76.5,12,10,3.2,CN,2022-05-04 17:27:59
527,Fukue,32.6881,128.8419,64.17,76,55,5.64,JP,2022-05-04 17:27:59
528,Bocas Del Toro,9.3333,-82.25,83.1,77,64,7.34,PA,2022-05-04 17:27:59
529,Saint-Jean-Port-Joli,47.2171,-70.2658,59.68,98,100,2.73,CA,2022-05-04 17:28:00
530,Palasa,18.7667,84.4167,83.34,82,30,6.33,IN,2022-05-04 17:28:00
531,Knin,44.0439,16.2,62.13,77,88,3.4,HR,2022-05-04 17:28:00
532,Viisoara,46.55,23.9167,55.0,82,98,5.01,RO,2022-05-04 17:28:01
533,Fangshan,39.6983,115.9925,73.31,19,86,6.58,CN,2022-05-04 17:28:01
534,Kloulklubed,7.0419,134.2556,79.3,77,63,19.33,PW,2022-05-04 17:28:02
535,Trairi,-3.2778,-39.2689,83.25,79,100,9.86,BR,2022-05-04 17:28:02
536,Palu,-0.8917,119.8707,76.59,95,100,2.46,ID,2022-05-04 17:28:03
537,Palmer,42.1584,-72.3287,54.25,85,100,0.0,US,2022-05-04 17:28:03
538,Loreto,22.2667,-101.9667,79.0,11,13,10.16,MX,2022-05-04 17:28:03
539,Iqaluit,63.7506,-68.5145,11.93,72,20,21.85,CA,2022-05-04 17:28:04
540,Broome,42.2506,-75.833,60.89,90,100,6.91,US,2022-05-04 17:28:04
541,Shingu,33.7333,135.9833,55.85,73,100,5.53,JP,2022-05-04 17:28:04
542,College,64.8569,-147.8028,44.91,58,75,0.0,US,2022-05-04 17:28:05
543,Verkhnyaya Inta,65.9811,60.3094,26.19,76,98,16.35,RU,2022-05-04 17:28:05
544,Lavrentiya,65.5833,-171.0,20.21,91,95,7.83,RU,2022-05-04 17:28:06
545,Tayshet,55.9342,98.0044,30.43,82,68,5.21,RU,2022-05-04 17:28:06
546,Hato Mayor,18.7629,-69.256,83.44,63,84,9.19,DO,2022-05-04 17:28:06
547,Asau,46.4333,26.4,59.92,84,93,4.12,RO,2022-05-04 17:28:07
548,Souillac,-20.5167,57.5167,79.18,78,40,16.11,MU,2022-05-04 17:28:07
549,Autazes,-3.5797,-59.1306,82.98,87,78,3.74,BR,2022-05-04 17:28:08
550,Borba,-4.3878,-59.5939,88.25,63,71,4.76,BR,2022-05-04 17:26:35
551,Golden,39.7555,-105.2211,45.18,92,100,12.66,US,2022-05-04 17:28:05
552,San Jose,37.3394,-121.895,77.92,42,0,4.61,US,2022-05-04 17:26:00
553,Kambove,-10.8764,26.5969,63.21,84,38,4.09,CD,2022-05-04 17:29:08
554,Coahuayana,18.7333,-103.6833,88.61,41,55,7.18,MX,2022-05-04 17:29:09
555,Dong Hoi,17.4833,106.6,71.31,79,56,4.21,VN,2022-05-04 17:29:09
556,Edeia,-17.3383,-49.9314,83.08,47,66,8.3,BR,2022-05-04 17:29:09
557,Irbil,36.1926,44.0106,82.22,20,38,12.66,IQ,2022-05-04 17:25:21
558,Mareeba,-17.0,145.4333,67.44,93,20,1.72,AU,2022-05-04 17:29:10
559,Salaverry,-8.2333,-78.9667,64.78,83,70,5.55,PE,2022-05-04 17:29:10
560,Verkhnevilyuysk,63.4453,120.3167,28.44,98,96,2.55,RU,2022-05-04 17:29:11
561,Oksfjord,70.2396,22.3479,30.99,90,100,8.03,NO,2022-05-04 17:29:11
562,Kapoeta,4.7717,33.5903,83.75,47,88,8.86,SS,2022-05-04 17:25:22
563,Yancheng,33.3856,120.1253,56.61,59,0,9.66,CN,2022-05-04 17:29:11
564,Karratha,-20.7377,116.8463,81.14,32,10,16.6,AU,2022-05-04 17:29:12
565,Bud,39.447,-86.1758,58.93,80,100,8.5,US,2022-05-04 17:29:12
