City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Waddan,LY,29.1614,16.139,69.42,29,10,20.24,clear sky
349,Pitmoaga,BF,12.2397,-1.8767,88.23,20,89,5.97,overcast clouds
350,Kavaratti,IN,10.5669,72.642,85.46,73,100,14.67,light rain
351,Acapulco,MX,16.8634,-99.8901,80.01,64,100,6.96,overcast clouds
352,Batticaloa,LK,7.7102,81.6924,83.1,76,58,1.48,broken clouds
353,Aix-Les-Bains,FR,45.6834,5.9224,56.79,95,75,2.3,broken clouds
354,Beringovskiy,RU,63.05,179.3167,28.29,75,58,10.22,broken clouds
355,Puerto Leguizamo,CO,-0.1934,-74.7819,73.11,98,96,2.71,heavy intensity rain
356,Nantucket,US,41.2835,-70.0995,53.74,98,100,8.05,fog
357,Mandali,IQ,33.7499,45.5541,73.27,27,1,4.54,clear sky
358,Port Hardy,CA,50.6996,-127.4199,42.15,95,100,2.44,moderate rain
359,Tavda,RU,58.0425,65.2726,48.83,54,44,6.76,scattered clouds
360,Auki,SB,-8.7676,160.7034,84.4,68,43,3.58,scattered clouds
361,Acari,PE,-15.4311,-74.6158,69.26,81,6,2.86,clear sky
362,Dwarka,IN,22.2394,68.9678,82.36,79,11,10.6,few clouds
363,Lyngseidet,NO,69.5763,20.2189,26.6,81,6,10.31,clear sky
364,Langsa,ID,4.4683,97.9683,80.65,88,93,1.16,overcast clouds
365,Talcahuano,CL,-36.7167,-73.1167,53.28,100,54,4.61,mist
366,Kirkuk,IQ,35.4681,44.3922,67.05,53,1,9.8,clear sky
367,Madison,US,34.7334,-86.5667,71.33,80,0,8.01,clear sky
368,Tambura,SS,5.6,27.4667,68.86,95,100,6.2,overcast clouds
369,Camana,PE,-16.6228,-72.7111,68.43,82,1,7.02,clear sky
370,Berlevag,NO,70.8578,29.0864,22.8,65,100,6.22,light snow
371,Vostok,RU,46.4856,135.8833,62.91,43,59,5.64,broken clouds
372,Saquena,PE,-4.6667,-73.5167,73.8,98,100,2.08,overcast clouds
373,Lasa,IT,46.6166,10.7002,45.36,92,63,0.83,broken clouds
374,Yulara,AU,-25.2406,130.9889,62.71,36,0,16.62,clear sky
375,Kruisfontein,ZA,-34.0033,24.7314,58.89,89,89,4.85,overcast clouds
376,Florence,IT,43.7667,11.25,56.75,91,0,3.44,clear sky
377,Grong,NO,64.4654,12.3149,35.82,99,100,3.76,overcast clouds
378,Nurota,UZ,40.5614,65.6886,69.6,57,90,2.08,overcast clouds
379,Arlit,NE,18.7369,7.3853,86.79,8,15,9.95,few clouds
380,Kargasok,RU,59.0556,80.8572,45.55,53,100,10.36,overcast clouds
381,Leyland,GB,53.6979,-2.6876,50.99,92,37,6.38,scattered clouds
382,Camacha,PT,33.0833,-16.3333,60.22,63,75,9.22,broken clouds
383,Progreso,MX,21.2833,-89.6667,86.11,83,6,15.12,clear sky
384,Guangzhou,CN,23.1167,113.25,80.55,54,100,3.98,overcast clouds
385,Lebyazhye,RU,55.2689,66.4947,52.48,33,2,6.73,clear sky
386,Comodoro Rivadavia,AR,-45.8667,-67.5,55.26,35,0,17.27,clear sky
387,Parry Sound,CA,45.3501,-80.033,45.91,74,23,3.76,few clouds
388,Rio Grande,BR,-32.035,-52.0986,51.94,82,45,6.71,scattered clouds
389,Smirnykh,RU,49.75,142.8333,42.94,78,100,8.08,overcast clouds
390,Isangel,VU,-19.55,169.2667,81.25,70,7,7.76,clear sky
391,Rocha,UY,-34.4833,-54.3333,52.05,93,0,4.74,clear sky
392,Mercedes,AR,-34.6515,-59.4307,52.03,80,67,7.9,broken clouds
393,Hofn,IS,64.2539,-15.2082,40.86,71,100,3.56,overcast clouds
394,Yumen,CN,40.2833,97.2,72.03,26,100,17.92,overcast clouds
395,Coquimbo,CL,-29.9533,-71.3436,55.13,94,0,4.61,clear sky
396,Port-Gentil,GA,-0.7193,8.7815,78.19,87,100,14.16,overcast clouds
397,Asyut,EG,27.181,31.1837,66.81,46,1,12.88,clear sky
398,Isla Mujeres,MX,21.2311,-86.731,82.45,82,7,11.18,clear sky
399,Kaihua,CN,23.3687,104.28,66.6,61,100,1.88,overcast clouds
400,Cockburn Town,TC,21.4612,-71.1419,77.65,85,0,21.97,clear sky
401,Bathsheba,BB,13.2167,-59.5167,79.41,83,40,14.97,scattered clouds
402,Okhotsk,RU,59.3833,143.3,32.97,89,100,13.42,overcast clouds
403,Salinas,US,36.6777,-121.6555,71.73,71,0,10.36,clear sky
404,Pevek,RU,69.7008,170.3133,23.63,81,100,7.25,overcast clouds
405,Klaksvik,FO,62.2266,-6.589,43.72,72,67,13.73,broken clouds
406,Catuday,PH,16.2923,119.8062,83.44,65,89,5.21,overcast clouds
407,Pimentel,PE,-6.8367,-79.9342,65.82,86,74,14.58,broken clouds
408,Santander,ES,43.4647,-3.8044,54.46,91,75,3.0,broken clouds
409,Visnes,NO,59.3556,5.2242,47.21,93,100,12.66,overcast clouds
410,Verkhnevilyuysk,RU,63.4453,120.3167,33.4,92,100,5.41,light snow
411,Taunggyi,MM,20.7833,97.0333,69.49,69,41,3.4,scattered clouds
412,Arsenyev,RU,44.1631,133.2733,75.2,30,61,6.42,broken clouds
413,Gat,IL,31.61,34.7642,61.48,100,18,8.32,few clouds
414,Strezhevoy,RU,60.7333,77.5889,47.89,57,100,14.43,overcast clouds
415,Broome,US,42.2506,-75.833,55.2,92,100,10.36,overcast clouds
416,Amroha,IN,28.9167,78.4667,84.49,39,5,0.89,clear sky
417,Serafimovskiy,RU,54.4241,53.7964,46.51,78,99,7.81,overcast clouds
418,Kavieng,PG,-2.5744,150.7967,85.3,72,99,13.35,light rain
419,Riyadh,SA,24.6877,46.7219,84.43,16,0,7.83,clear sky
420,Trento,IT,46.0679,11.1211,57.65,87,85,1.01,overcast clouds
421,Planaltina,BR,-15.4528,-47.6142,72.18,57,99,1.59,overcast clouds
422,Saldanha,ZA,-33.0117,17.9442,60.13,70,50,2.91,scattered clouds
423,Opuwo,NA,-18.0607,13.84,60.3,35,0,8.01,clear sky
424,Saint-Augustin,CA,51.226,-58.6502,36.03,92,100,11.81,overcast clouds
425,Brokopondo,SR,4.75,-55.1667,75.65,90,100,3.53,overcast clouds
426,Baherden,TM,38.4362,57.4316,70.11,57,1,2.73,clear sky
427,Samur,RU,41.8253,48.486,51.15,77,93,3.85,overcast clouds
428,Shuyskoye,RU,59.3736,41.0305,26.56,75,17,4.14,few clouds
429,Morros,BR,-9.4467,-46.3003,74.57,69,53,2.57,broken clouds
430,Kranjska Gora,SI,46.4839,13.7894,43.86,89,64,4.47,broken clouds
431,Itaituba,BR,-4.2761,-55.9836,73.15,98,26,0.58,scattered clouds
432,Pitimbu,BR,-7.4706,-34.8086,78.6,84,44,11.3,scattered clouds
433,San Jose,US,37.3394,-121.895,84.58,42,0,10.36,clear sky
434,Oksfjord,NO,70.2396,22.3479,26.67,91,73,9.37,broken clouds
435,Jieshi,CN,22.8134,115.8257,81.95,69,100,9.55,overcast clouds
436,Omboue,GA,-1.5746,9.2618,74.44,93,100,10.96,light rain
437,Camabatela,AO,-8.1881,15.375,61.92,79,20,4.27,few clouds
438,Lashio,MM,22.9333,97.75,66.06,87,99,1.79,overcast clouds
439,Latung,PH,5.5,120.8833,82.53,76,100,6.42,overcast clouds
440,Yekepa,LR,7.5753,-8.5419,69.35,98,99,0.58,light rain
441,Labuhan,ID,-6.8844,112.2051,83.37,73,100,6.4,overcast clouds
442,Labrea,BR,-7.2586,-64.7981,73.22,98,71,2.26,broken clouds
443,El Arenal,MX,20.7833,-103.7,84.11,23,100,6.33,overcast clouds
444,Emerald,AU,-23.5333,148.1667,81.34,59,0,3.74,clear sky
445,Roald,NO,62.5833,6.1333,46.33,87,75,23.02,light rain
446,Polunochnoye,RU,60.8697,60.4153,35.96,81,75,3.42,broken clouds
447,Jiexiu,CN,37.0244,111.9125,79.34,24,49,8.19,scattered clouds
448,Pringsewu,ID,-5.3582,104.9744,83.79,70,65,2.46,broken clouds
449,Vila,PT,42.0304,-8.1588,45.48,86,55,4.36,broken clouds
450,Kingaroy,AU,-26.5333,151.8333,78.1,50,9,5.23,clear sky
451,Belaya Gora,RU,68.5333,146.4167,31.05,100,100,2.57,overcast clouds
452,Husavik,IS,66.0449,-17.3389,31.33,93,100,2.06,overcast clouds
453,Kargil,IN,34.5667,76.1,42.48,60,71,4.23,broken clouds
454,Montepuez,MZ,-13.1256,38.9997,62.64,97,61,6.22,broken clouds
455,Bambari,CF,5.768,20.6757,71.22,93,91,0.94,overcast clouds
456,Nuuk,GL,64.1835,-51.7216,21.81,86,55,12.66,broken clouds
457,Oum Hadjer,TD,13.2954,19.6966,88.83,36,100,10.45,overcast clouds
458,Kralendijk,BQ,12.15,-68.2667,80.58,78,75,17.27,broken clouds
459,Grindavik,IS,63.8424,-22.4338,36.07,64,0,1.14,clear sky
460,Staryy Nadym,RU,65.6118,72.6842,31.53,88,100,13.53,overcast clouds
461,Sadove,UA,46.2487,30.1795,49.77,74,16,14.58,few clouds
462,Ulagan,RU,50.6321,87.9563,46.08,54,100,1.19,overcast clouds
463,Svetlogorsk,BY,52.6333,29.7333,32.76,65,76,3.87,broken clouds
464,Omachi,JP,36.5,137.8667,70.74,42,1,3.87,clear sky
465,Krasnoye,UA,49.9145,24.6134,42.48,62,75,6.11,broken clouds
466,Klyuchi,RU,52.2667,79.1667,51.03,30,52,6.29,broken clouds
467,Yantal,RU,56.8471,105.2542,37.87,48,53,8.66,broken clouds
468,Frutal,BR,-20.0247,-48.9406,63.27,65,77,1.05,broken clouds
469,Araouane,ML,18.9048,-3.5265,85.05,23,13,5.57,few clouds
470,Andros Town,BS,24.7,-77.7667,76.96,72,7,5.77,clear sky
471,Ambon,ID,-3.6954,128.1814,89.74,58,20,4.61,few clouds
472,Pangnirtung,CA,66.1451,-65.7125,9.28,93,99,3.22,overcast clouds
473,Chamba,IN,32.5667,76.1333,74.08,46,2,2.91,clear sky
474,Aloleng,PH,16.1307,119.7824,85.15,65,54,4.9,broken clouds
475,Sabha,LY,27.0377,14.4283,73.04,20,24,19.28,few clouds
476,Swan River,CA,52.1058,-101.2676,48.27,78,97,11.86,overcast clouds
477,Pathalgaon,IN,22.5667,83.4667,83.3,49,0,3.85,clear sky
478,Orbetello,IT,42.4408,11.2196,54.68,85,92,5.3,overcast clouds
479,Coracora,PE,-15.0333,-73.7833,49.35,73,1,1.88,clear sky
480,Cozumel,MX,20.5083,-86.9458,80.01,84,56,5.99,broken clouds
481,Waipawa,NZ,-41.4122,175.5153,64.02,59,0,4.79,clear sky
482,Kuybysheve,UA,47.358,36.6491,49.93,92,85,9.78,overcast clouds
483,Nakusp,CA,50.2499,-117.8023,53.47,94,100,2.62,overcast clouds
484,Te Anau,NZ,-45.4167,167.7167,62.89,65,43,4.97,scattered clouds
485,Teahupoo,PF,-17.8333,-149.2667,82.36,78,49,11.48,light rain
486,Yuzhno-Kurilsk,RU,44.0306,145.8556,41.94,70,7,5.19,clear sky
487,Kenai,US,60.5544,-151.2583,55.02,35,75,12.66,broken clouds
488,Yuksekova,TR,37.5736,44.2872,53.35,54,75,9.22,dust
489,Flin Flon,CA,54.7682,-101.865,32.94,98,100,5.64,overcast clouds
490,Straseni,MD,47.1414,28.6103,48.13,84,63,7.09,broken clouds
491,Richards Bay,ZA,-28.783,32.0377,63.9,93,0,3.56,clear sky
492,Sheregesh,RU,52.9209,87.9869,39.9,44,100,5.32,overcast clouds
493,Topolobampo,MX,25.6,-109.05,75.11,64,0,8.05,clear sky
494,Olga,RU,43.7444,135.2892,52.86,64,68,5.39,broken clouds
495,Aurillac,FR,44.9167,2.45,45.48,93,26,2.3,scattered clouds
496,Linxia,CN,35.6003,103.2064,70.36,22,1,1.68,clear sky
497,Ambilobe,MG,-13.2,49.05,68.09,88,43,3.42,scattered clouds
498,Kysyl-Syr,RU,63.8986,122.7617,33.78,78,100,6.42,overcast clouds
499,Talnakh,RU,69.4865,88.3972,32.85,99,100,18.23,snow
500,San Andres,CO,12.5847,-81.7006,82.42,83,20,10.36,few clouds
501,Yaan,NG,7.3833,8.5667,76.21,77,100,5.73,overcast clouds
502,Blackwater,AU,-23.5833,148.8833,82.6,45,0,4.61,clear sky
503,Karpogory,RU,64.0019,44.4451,24.15,88,29,5.91,scattered clouds
504,Sandpoint,US,48.2766,-116.5533,66.85,54,40,1.01,scattered clouds
505,Nizhniy Tsasuchey,RU,50.5167,115.1333,45.3,17,100,19.28,overcast clouds
506,Manzhouli,CN,49.6,117.4333,49.82,28,100,21.05,overcast clouds
507,Havre-Saint-Pierre,CA,50.2334,-63.5986,35.96,100,100,8.05,fog
508,Hammond,US,41.5834,-87.5,50.23,84,0,6.91,clear sky
509,Ajdabiya,LY,30.7554,20.2263,63.77,42,0,9.42,clear sky
510,Magog,CA,45.2668,-72.1491,50.76,93,100,4.38,overcast clouds
511,La Asuncion,VE,11.0333,-63.8628,67.73,100,68,17.27,broken clouds
512,Pastavy,BY,55.1168,26.8326,34.05,63,79,6.08,broken clouds
513,Sabang,ID,5.8933,95.3214,82.53,77,100,16.11,overcast clouds
514,Byron Bay,AU,-28.65,153.6167,79.95,71,51,10.4,broken clouds
515,Tirlyanskiy,RU,54.2109,58.5806,43.75,67,40,4.03,scattered clouds
516,Caravelas,BR,-17.7125,-39.2481,78.1,86,0,10.47,clear sky
517,Sebinkarahisar,TR,40.2883,38.4236,39.96,90,100,7.05,overcast clouds
518,Talara,PE,-4.5772,-81.2719,67.1,87,64,16.44,broken clouds
519,Hokitika,NZ,-42.7167,170.9667,62.06,76,70,1.23,broken clouds
520,Havelock,US,34.8791,-76.9013,72.97,90,100,5.99,overcast clouds
521,Jiaojiang,CN,28.6803,121.4428,77.0,74,100,5.95,overcast clouds
522,Hue,VN,16.4667,107.6,77.11,73,75,3.44,broken clouds
523,Maryville,US,35.7565,-83.9705,70.0,78,75,10.36,broken clouds
524,Lakatoro,VU,-16.0999,167.4164,82.51,75,20,3.76,few clouds
525,Lata,PT,40.1629,-8.3327,54.07,76,6,3.11,clear sky
526,Hailey,US,43.5196,-114.3153,57.06,51,0,4.61,clear sky
527,Superior,US,46.7208,-92.1041,45.48,71,0,8.05,clear sky
528,Necochea,AR,-38.5473,-58.7368,55.29,68,82,11.77,broken clouds
529,Uniao,BR,-4.5858,-42.8642,73.76,97,29,3.44,scattered clouds
530,Xai-Xai,MZ,-25.0519,33.6442,65.57,91,56,2.01,broken clouds
531,Sola,VU,-13.8833,167.55,81.86,70,20,3.85,few clouds
532,Piacabucu,BR,-10.4056,-36.4344,77.52,87,23,7.2,few clouds
533,Caxito,AO,-8.5785,13.6643,72.99,94,77,3.53,broken clouds
534,Liepaja,LV,56.5419,21.0367,42.78,45,0,6.91,clear sky
535,Shelburne,CA,44.0787,-80.2041,43.9,74,7,6.15,clear sky
536,Cirebon,ID,-6.7063,108.557,83.68,71,100,1.39,overcast clouds
537,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,45.19,53,20,13.42,few clouds
538,Port Augusta,AU,-32.5,137.7667,60.3,48,43,17.76,scattered clouds
539,Inirida,CO,3.8653,-67.9239,73.87,98,95,1.95,moderate rain
540,Tamandare,BR,-8.7597,-35.1047,77.83,87,49,7.23,scattered clouds
541,Saint-Martin-De-Crau,FR,43.6395,4.8127,58.98,82,0,5.75,clear sky
542,Natchez,US,31.5604,-91.4032,74.64,83,0,0.0,clear sky
543,Tautira,PF,-17.7333,-149.15,81.5,78,44,12.66,light rain
544,Carndonagh,IE,55.25,-7.2667,48.25,92,100,5.57,overcast clouds
545,Abha,SA,18.2164,42.5053,55.65,77,0,0.0,clear sky
546,Borosneu Mare,RO,45.8167,26.0,46.54,86,100,1.23,overcast clouds
547,Pietarsaari,FI,63.65,22.6833,33.01,66,100,8.68,overcast clouds
548,Kaduqli,SD,11.0167,29.7167,79.74,60,98,5.64,overcast clouds
549,Shihezi,CN,44.3,86.0333,70.83,46,100,7.99,overcast clouds
550,Simao,CN,22.7886,100.9748,60.48,98,100,1.48,overcast clouds
551,Nova Olinda Do Norte,BR,-3.8881,-59.0942,73.53,99,63,1.95,broken clouds
552,Nemuro,JP,43.3236,145.575,38.93,79,7,7.67,clear sky
553,Pemangkat,ID,1.1667,108.9667,82.42,76,100,6.08,overcast clouds
554,Port Moresby,PG,-9.4431,147.1797,80.64,84,100,2.06,overcast clouds
555,Saint-Joseph,RE,-21.3667,55.6167,73.78,83,22,15.01,light rain
556,Santo Antonio Do Ica,BR,-3.1022,-67.9397,73.74,99,100,4.41,moderate rain
557,Juegang,CN,32.3174,121.1855,74.95,60,0,12.39,clear sky
558,Najran,SA,17.4924,44.1277,75.56,26,0,0.78,clear sky
559,Mildura,AU,-34.2,142.15,55.08,69,80,9.84,broken clouds
560,Lufilufi,WS,-13.8745,-171.5986,87.58,70,15,4.74,few clouds
561,Santa Cruz,BO,-17.8,-63.1667,58.46,77,8,4.61,clear sky
562,Fereydun Kenar,IR,36.6864,52.5225,62.82,88,75,0.0,broken clouds
563,Bida,NG,9.0833,6.0167,80.73,70,100,4.16,overcast clouds
564,Bonavista,CA,48.6499,-53.1147,37.29,92,100,12.82,overcast clouds
565,Shenjiamen,CN,29.9576,122.298,64.67,81,27,7.74,scattered clouds
566,Lavrentiya,RU,65.5833,-171.0,29.32,77,35,5.55,scattered clouds
567,Ewa Beach,US,21.3156,-158.0072,84.15,56,75,19.57,broken clouds
568,Athens,GR,37.9795,23.7162,59.16,83,20,4.0,few clouds
569,Port Blair,IN,11.6667,92.75,78.84,83,75,4.61,broken clouds
570,Topchikha,RU,52.8192,83.1185,46.69,37,96,9.01,overcast clouds
571,Stromness,GB,58.965,-3.296,48.16,84,100,10.0,overcast clouds
572,Lensk,RU,60.7253,114.9278,34.88,85,100,13.31,light snow
573,Amapa,BR,1.0,-52.0,72.39,99,100,2.53,overcast clouds
574,Kidal,ML,18.4411,1.4078,85.03,9,19,11.63,few clouds
575,Kapoeta,SS,4.7717,33.5903,76.55,59,96,8.1,overcast clouds
576,Abu Kamal,SY,34.4506,40.9171,66.69,52,0,18.12,clear sky
577,Arman,RU,59.7,150.1667,39.02,76,10,6.35,clear sky
578,Hongjiang,CN,27.11,109.9956,77.56,53,35,2.91,scattered clouds
579,Dunmore East,IE,52.1514,-6.9861,51.1,70,94,6.91,overcast clouds
580,Half Moon Bay,US,37.4636,-122.4286,79.88,87,100,19.57,mist
581,Churapcha,RU,62.0025,132.4325,34.09,100,100,4.32,light snow
582,Inongo,CD,-1.95,18.2667,72.03,94,99,2.46,overcast clouds
583,Esperance,AU,-33.8667,121.9,60.8,61,94,11.9,overcast clouds
584,Kieta,PG,-6.2167,155.6333,86.14,66,28,4.21,scattered clouds
585,Pacific Grove,US,36.6177,-121.9166,62.35,85,0,8.05,clear sky
586,Panaba,MX,21.2833,-88.2667,82.35,66,53,13.4,broken clouds
587,Atambua,ID,-9.1061,124.8925,84.42,60,100,2.08,overcast clouds
588,Seoul,KR,37.5683,126.9778,70.99,25,14,5.68,few clouds
589,Hovd,MN,48.0056,91.6419,46.26,26,38,4.41,scattered clouds
590,Querecotillo,PE,-4.8378,-80.6456,76.23,56,73,12.77,broken clouds
591,Lugovoy,KZ,42.9472,72.7644,60.19,85,100,6.67,overcast clouds
592,Rusera,IN,25.75,86.0333,84.16,52,0,12.75,clear sky
593,Ancud,CL,-41.8697,-73.8203,53.82,98,100,6.35,overcast clouds
594,Bayan,CN,46.0833,127.4,79.03,27,100,25.03,overcast clouds
595,Terra Santa,BR,-2.1042,-56.4869,74.77,92,95,2.21,overcast clouds
596,Moyale,KE,3.5167,39.0584,64.36,92,34,3.98,scattered clouds
597,Kloulklubed,PW,7.0419,134.2556,82.9,79,82,16.04,broken clouds
598,Leshukonskoye,RU,64.8989,45.7622,24.84,86,73,7.16,broken clouds
599,Nhulunbuy,AU,-12.2333,136.7667,88.41,66,75,14.97,broken clouds
600,Usinsk,RU,65.9939,57.5281,21.63,77,11,10.11,few clouds
601,Ayr,GB,55.4627,-4.6339,50.5,93,75,6.91,broken clouds
602,Moscow,RU,55.7522,37.6156,34.23,66,16,7.74,few clouds
603,Avera,US,33.194,-82.5271,76.55,80,53,6.53,broken clouds
604,Khani,GE,41.9563,42.9566,44.17,99,100,2.1,overcast clouds
605,Bengkulu,ID,-3.8004,102.2655,81.21,74,79,4.94,broken clouds
606,Sychevka,RU,55.8252,34.2736,28.63,68,6,5.84,clear sky
607,Tura,IN,25.5198,90.2201,79.5,62,10,1.9,clear sky
608,Ambunti,PG,-4.2365,142.8448,82.99,75,100,2.42,overcast clouds
609,Kalga,RU,50.9251,118.898,49.62,26,100,13.62,overcast clouds
610,Neryungri,RU,56.6709,124.6491,33.64,70,90,9.28,overcast clouds
611,Tezu,IN,27.9167,96.1667,79.23,57,70,2.71,broken clouds
612,Mount Isa,AU,-20.7333,139.5,73.17,35,100,21.85,overcast clouds
613,Natal,BR,-5.795,-35.2094,79.02,94,40,5.75,scattered clouds
614,Hit,IQ,33.6416,42.8251,70.72,58,0,13.71,clear sky
615,Matay,EG,28.419,30.7792,62.85,55,0,9.51,clear sky
616,Verkhniye Tatyshly,RU,56.2912,55.8575,43.74,94,100,1.77,light rain
617,Sobolevo,RU,54.4299,31.8996,31.48,59,11,2.64,few clouds
618,Metro,ID,-5.1131,105.3067,83.17,74,64,5.88,broken clouds
619,Jeremie,HT,18.65,-74.1167,78.78,83,30,2.53,scattered clouds
620,Naujoji Akmene,LT,56.3167,22.9,38.3,66,100,6.42,overcast clouds
621,Safaga,EG,26.7292,33.9365,71.76,49,2,22.57,clear sky
622,Sao Domingos,BR,-13.3983,-46.3183,73.71,51,0,3.47,clear sky
623,Port Hedland,AU,-20.3167,118.5667,78.85,34,3,23.02,clear sky
624,Mujiayingzi,CN,42.1167,118.7833,76.73,17,100,23.6,overcast clouds
625,Krasnovishersk,RU,60.4078,57.082,33.73,95,95,1.03,overcast clouds
626,Damavand,IR,35.7178,52.065,54.54,52,24,2.53,few clouds
627,Washington,US,47.5001,-120.5015,68.05,51,85,2.24,overcast clouds
628,Shu,KZ,43.5983,73.7614,63.97,80,100,2.66,overcast clouds
629,Dicabisagan,PH,17.0818,122.4157,87.46,62,18,10.33,few clouds
630,Cabrero,CL,-37.0333,-72.4,52.38,93,61,4.05,broken clouds
631,Evensk,RU,61.95,159.2333,32.99,86,99,10.67,overcast clouds
632,Ciudad Guayana,VE,8.3533,-62.6528,76.51,94,49,7.4,scattered clouds
633,Alghero,IT,40.5589,8.3181,60.89,82,75,6.91,moderate rain
634,Cadiz,ES,36.5,-5.75,53.13,96,2,2.42,clear sky
635,Jatai,BR,-17.8814,-51.7144,63.43,53,66,5.28,broken clouds
636,Mackay,AU,-21.15,149.2,86.68,78,19,8.41,few clouds
637,Bisho,ZA,-32.8472,27.4422,57.76,69,8,3.71,clear sky
638,West Bay,KY,19.3667,-81.4167,82.0,83,20,10.36,few clouds
639,Maua,BR,-23.6678,-46.4614,59.36,70,0,13.78,clear sky
640,Buchanan,LR,5.8808,-10.0467,79.66,86,80,2.19,light rain
641,Escanaba,US,45.7453,-87.0646,43.52,81,0,1.99,clear sky
642,Vanavara,RU,60.34,102.2797,37.35,69,49,9.93,scattered clouds
643,Mae Hong Son,TH,19.3003,97.9685,73.54,94,75,0.0,mist
644,Batagay-Alyta,RU,67.8006,130.4114,20.82,77,100,0.96,overcast clouds
645,Leningradskiy,RU,69.3833,178.4167,22.91,87,83,11.43,broken clouds
646,Roma,US,43.2128,-75.4557,53.96,93,0,5.75,clear sky
647,Laguna,US,38.421,-121.4238,86.97,30,0,8.05,clear sky
648,Reforma,MX,18.1,-91.0167,85.39,60,80,11.34,broken clouds
649,Tessalit,ML,20.1986,1.0114,83.16,19,95,8.25,overcast clouds
650,Ponta Delgada,PT,37.7333,-25.6667,63.32,77,75,11.5,broken clouds
651,Bilibino,RU,68.0546,166.4372,32.27,96,99,3.13,overcast clouds
652,Susanville,US,40.4163,-120.653,73.24,25,0,9.22,clear sky
653,Camargo,MX,27.6667,-105.1667,82.38,7,65,4.85,broken clouds
654,Amahai,ID,-3.3333,128.9167,87.06,68,99,3.22,overcast clouds
655,Pilar,BR,-9.5972,-35.9567,76.93,94,70,3.0,broken clouds
656,Pando,UY,-34.7167,-55.95,54.18,93,1,3.44,fog
657,Solnechnyy,RU,50.7214,136.6319,50.16,67,100,9.57,heavy intensity rain
658,Severo-Kurilsk,RU,50.6789,156.125,35.74,90,76,10.0,broken clouds
659,Dunedin,NZ,-45.8742,170.5036,59.81,70,11,11.01,few clouds
660,Tripoli,LY,32.8752,13.1875,73.0,40,60,25.39,broken clouds
661,Karasjok,NO,69.4719,25.5112,7.34,100,96,2.33,overcast clouds
662,Sambava,MG,-14.2667,50.1667,73.6,82,74,12.44,broken clouds
663,Paita,PE,-5.0892,-81.1144,68.52,80,83,16.67,broken clouds
664,Sisimiut,GL,66.9395,-53.6735,15.08,86,10,6.17,clear sky
665,Novouralsk,RU,57.2439,60.0839,42.78,90,100,1.39,light rain
666,Fare,PF,-16.7,-151.0167,82.02,74,21,10.47,few clouds
667,Bonthe,SL,7.5264,-12.505,79.95,84,59,2.46,moderate rain
668,Pekan,MY,3.4836,103.3996,82.78,77,100,2.51,overcast clouds
669,Pasni,PK,25.2631,63.471,80.29,73,0,8.46,clear sky
670,Stolin,BY,51.8912,26.846,35.2,73,7,6.04,clear sky
671,North Bend,US,43.4065,-124.2243,57.92,91,100,6.91,overcast clouds
672,Lorengau,PG,-2.0226,147.2712,83.86,78,79,5.93,broken clouds
673,Bay Saint Louis,US,30.3088,-89.33,79.02,86,20,0.0,few clouds
674,Bardiyah,LY,31.7561,25.0865,60.4,79,0,13.56,clear sky
675,Komatipoort,ZA,-25.4332,31.9548,61.12,95,14,4.07,few clouds
676,Kungurtug,RU,50.5994,97.5228,38.91,29,3,3.83,clear sky
677,Monrovia,LR,6.3005,-10.7969,80.28,82,44,2.95,light rain
678,Altay,CN,47.8667,88.1167,60.03,50,69,2.48,broken clouds
679,Bhuj,IN,23.2667,69.6667,79.88,86,27,9.08,scattered clouds
680,Zhezkazgan,KZ,47.8043,67.7144,44.58,100,40,6.71,mist
